id,slug,name,city,phone,license_number,website,address,platform_live,has_real_photo,missing_ages,missing_fees,missing_photo,age_min_months,age_max_months,infant_monthly,toddler_monthly,preschool_monthly,part_time_monthly,photo_url,source
mb-9257,pinkham-day-care-inc-ross-avenue-9257,Pinkham Day Care Inc. (Ross Avenue),Winnipeg,(204) 774-3754,MB-9257,,759 Ross Avenue,0,0,1,1,1,,,,,,,,
mb-103080,playmaternelle-103080,Playmaternelle,Winnipeg,(204) 261-4430,MB-103080,,900 Sainte Therese Ave,0,0,1,1,1,,,,,,,,
mb-3094,poplar-avenue-kids-care-inc-3094,Poplar Avenue Kids Care Inc.,Winnipeg,(204) 663-9767,MB-3094,,170 Poplar Avenue,0,0,1,1,1,,,,,,,,
mb-1159,prairie-children-s-centre-beaumont-1159,Prairie Children's Centre Beaumont,Winnipeg,(204) 475-7462,MB-1159,,1325 Beaumont Street,0,0,1,1,1,,,,,,,,
mb-101378,prairie-children-s-centres-general-byng-101378,Prairie Children's Centres General Byng,Winnipeg,(204) 475-7469,MB-101378,,1250 Beaumont  Street,0,0,1,1,1,,,,,,,,
mb-7858,prairie-nature-children-s-centre-7858,Prairie Nature Children's Centre,Winnipeg,(204) 777-5139,MB-7858,,600  Hoka Street,0,0,1,1,1,,,,,,,,
mb-102453,prairie-soul-children-s-centre-102453,Prairie Soul Children's Centre,Winnipeg,(204) 471-5776,MB-102453,,6003  Roblin Boulevard,0,0,1,1,1,,,,,,,,
mb-1210,prairie-sunrise-child-care-1210,Prairie Sunrise Child Care,Winnipeg,(204) 261-5882,MB-1210,,10 Ryerson Avenue,0,0,1,1,1,,,,,,,,
mb-1169,provincial-employee-day-care-osborne-1169,Provincial Employee Day Care / Osborne,Winnipeg,(204) 945-8023,MB-1169,,208 Osborne Street N,0,0,1,1,1,,,,,,,,
mb-1255,provincial-employee-day-care-portage-1255,Provincial Employee Day Care / Portage,Winnipeg,(204) 945-8023,MB-1255,,1-800 Portage Avenue,0,0,1,1,1,,,,,,,,
mb-3090,r-h-s-child-care-inc-3090,R.H.S. Child Care Inc.,Winnipeg,(204) 488-1094,MB-3090,,255 Oak Street,0,0,1,1,1,,,,,,,,
mb-102138,r-r-c-early-childhood-centre-inc-school-age-102138,R.R.C. Early Childhood Centre Inc. - School-age,Winnipeg,(204) 632-2244,MB-102138,,AB-13 - 2055 Notre Dame  Avenue (Ave),0,0,1,1,1,,,,,,,,
mb-100624,radisson-school-before-and-after-program-inc-100624,Radisson School Before and After Program Inc,Winnipeg,(204) 777-0440,MB-100624,,1105  Winona Street,0,0,1,1,1,,,,,,,,
mb-101831,rady-jcc-child-care-centre-grosvenor-101831,Rady JCC Child Care Centre (Grosvenor),Winnipeg,(204) 615-8555,MB-101831,,1710  Grosvenor Avenue,0,0,1,1,1,,,,,,,,
mb-9088,rady-jcc-childcare-9088,Rady JCC Childcare,Winnipeg,(204) 477-7414,MB-9088,,123  Doncaster Street,0,0,1,1,1,,,,,,,,
mb-1140,rainbow-day-nursery-inc-phase-1-1140,Rainbow Day Nursery Inc. (Phase 1),Winnipeg,(204) 254-3282,MB-1140,,20 Island Shore Blvd.,0,0,1,1,1,,,,,,,,
mb-9470,rainbow-day-nursery-inc-phase-2-9470,Rainbow Day Nursery Inc. (Phase 2),Winnipeg,(204) 254-3282,MB-9470,,445 Island Shore Boulevard,0,0,1,1,1,,,,,,,,
mb-100426,rainbow-day-nursery-inc-phase-3-b-100426,Rainbow Day Nursery Inc. (phase 3-B),Winnipeg,(204) 254-3282,MB-100426,,100-40  Lakewood Boulevard,0,0,1,1,1,,,,,,,,
mb-9837,rainbow-day-nursery-inc-phase-3-9837,Rainbow Day Nursery Inc. Phase 3,Winnipeg,(204) 254-3282,MB-9837,,180-50  Lakewood Boulevard,0,0,1,1,1,,,,,,,,
mb-102060,rainbow-day-nursery-inc-phase-5-102060,Rainbow Day Nursery Inc. Phase 5,Winnipeg,(204) 254-3282,MB-102060,,315 Sage Creek Boulevard,0,0,1,1,1,,,,,,,,
mb-100926,rainbow-day-nursery-phase-3c-100926,Rainbow Day Nursery Phase 3C,Winnipeg,(204) 254-3282,MB-100926,,90 115 Vermillion Road,0,0,1,1,1,,,,,,,,
mb-100927,rainbow-day-nursery-phase-4-100927,Rainbow Day Nursery Phase 4,Winnipeg,(204) 254-3282,MB-100927,,255  Vermillion Road,0,0,1,1,1,,,,,,,,
mb-3023,razor-back-blast-inc-3023,Razor Back BLAST Inc.,Winnipeg,(204) 668-8648,MB-3023,,200 McIvor Avenue,0,0,1,1,1,,,,,,,,
mb-2016,richmond-kings-nursery-school-inc-2016,Richmond Kings Nursery School Inc.,Winnipeg,(204) 275-6239,MB-2016,,933 Summerside Avenue,0,0,1,1,1,,,,,,,,
mb-101614,richmond-montessori-school-101614,Richmond Montessori School,Winnipeg,(204) 296-6550,MB-101614,,85   Keslar Road,0,0,1,1,1,,,,,,,,
mb-103286,richmond-montessori-school-dakota-103286,Richmond Montessori School - Dakota,Winnipeg,(204) 253-4975,MB-103286,,1500 Dakota,0,0,1,1,1,,,,,,,,
mb-102694,richmond-montessori-school-inc-102694,Richmond Montessori School Inc,Winnipeg,(204) 296-6550,MB-102694,,Unit B -1450 Taylor Ave,0,0,1,1,1,,,,,,,,
mb-1042,river-avenue-co-operative-day-nursery-inc-1042,River Avenue Co-operative Day Nursery Inc.,Winnipeg,(204) 453-7487,MB-1042,,127 Bell Avenue,0,0,1,1,1,,,,,,,,
mb-2157,river-east-french-exposure-nursery-school-co-op--2157,River East French Exposure Nursery School Co-op Inc.,Winnipeg,(204) 000-0000,MB-2157,,25 Regina Place,0,0,1,1,1,,,,,,,,
mb-102660,river-east-montessori-school-inc-102660,River East Montessori School Inc.,Winnipeg,(204) 306-5666,MB-102660,,1115 Roch  Street,0,0,1,1,1,,,,,,,,
mb-102834,river-east-montessori-second-site-102834,River East Montessori second site,Winnipeg,(204) 915-8041,MB-102834,,111 Victoria Ave,0,0,1,1,1,,,,,,,,
mb-2198,river-east-scholar-s-nursery-school-incorporated-2198,River East Scholar's Nursery School Incorporated,Winnipeg,(204) 663-6365,MB-2198,,323  Emerson Avenue,0,0,1,1,1,,,,,,,,
mb-102528,river-heights-child-care-102528,River Heights Child Care,Winnipeg,(204) 306-8778,MB-102528,,333 Wilton Street,0,0,1,1,1,,,,,,,,
mb-1204,river-road-child-care-1204,River Road Child Care,Winnipeg,(204) 258-7043,MB-1204,,440 River Road,0,0,1,1,1,,,,,,,,
mb-2014,riverview-montessori-2014,Riverview Montessori,Winnipeg,(204) 475-1039,MB-2014,,170 Ashland Avenue,0,0,1,1,1,,,,,,,,
mb-3022,riverview-ashland-child-care-centre-inc-3022,Riverview-Ashland Child Care Centre Inc.,Winnipeg,(204) 477-0917,MB-3022,,112 Ashland Avenue,0,0,1,1,1,,,,,,,,
mb-2207,roblin-park-children-s-programs-2207,Roblin Park Children's Programs,Winnipeg,(204) 885-6054,MB-2207,,640  Pepperloaf Crescent,0,0,1,1,1,,,,,,,,
mb-1292,roblin-park-day-care-ltd-1292,Roblin Park Day Care Ltd.,Winnipeg,(204) 895-8791,MB-1292,,G &amp;amp;amp; E -5905  Roblin Boulevard,0,0,1,1,1,,,,,,,,
mb-9627,rockwood-kidsplace-9627,Rockwood Kidsplace,Winnipeg,(204) 953-7318,MB-9627,,350  Rockwood Street,0,0,1,1,1,,,,,,,,
mb-101412,roots-wings-early-learning-centre-101412,Roots & Wings Early Learning Centre,Winnipeg,(204) 334-7075,MB-101412,,509 Grey Street,0,0,1,1,1,,,,,,,,
mb-1196,rupertsland-day-care-centre-corporation-1196,Rupertsland Day Care Centre Corporation,Winnipeg,(204) 947-3433,MB-1196,,107-201 Princess Street,0,0,1,1,1,,,,,,,,
mb-1198,sadok-veselka-daycare-inc-1198,Sadok Veselka Daycare Inc.,Winnipeg,(204) 582-3129,MB-1198,,520 Airlies Street,0,0,1,1,1,,,,,,,,
mb-100599,seven-oaks-child-day-care-centre-inc-school-age--100599,Seven Oaks Child Day Care Centre Inc. School Age Program,Winnipeg,(204) 632-3691,MB-100599,,25 Morrison Street,0,0,1,1,1,,,,,,,,
mb-2029,seven-oaks-sadok-inc-2029,Seven Oaks Sadok Inc.,Winnipeg,(204) 688-5125,MB-2029,,Room 2-25  Morrison Street,0,0,1,1,1,,,,,,,,
mb-1231,shaughnessy-park-daycare-inc-1231,Shaughnessy Park Daycare Inc.,Winnipeg,(204) 582-5342,MB-1231,,1641 Manitoba Avenue,0,0,1,1,1,,,,,,,,
mb-1051,shepherd-s-care-day-nursery-inc-1051,Shepherd's Care Day Nursery Inc.,Winnipeg,(204) 632-8494,MB-1051,,1188 Jefferson Avenue,0,0,1,1,1,,,,,,,,
mb-1257,sister-macnamara-preschool-and-infant-daycare-in-1257,Sister Macnamara Preschool and Infant Daycare Inc.,Winnipeg,(204) 942-8043,MB-1257,,460 Sargent Avenue,0,0,1,1,1,,,,,,,,
mb-100698,skipper-scholars-before-and-after-school-care-100698,Skipper Scholars Before and After School Care,Winnipeg,(204) 396-4203,MB-100698,,505 Sharron Bay,0,0,1,1,1,,,,,,,,
mb-100681,small-scholars-inc-100681,Small Scholars Inc.,Winnipeg,(204) 668-4752,MB-100681,,125 Sun Valley Drive,0,0,1,1,1,,,,,,,,
mb-1220,south-park-child-care-co-op-inc-1220,South Park Child Care Co-op Inc.,Winnipeg,(204) 254-0340,MB-1220,,194 Burland Avenue,0,0,1,1,1,,,,,,,,
mb-2273,south-winnipeg-kinderschule-inc-2273,South Winnipeg Kinderschule Inc.,Winnipeg,(204) 231-8028,MB-2273,,1118 Grosvenor Avenue,0,0,1,1,1,,,,,,,,
mb-2019,southdale-nursery-school-inc-2019,Southdale Nursery School Inc.,Winnipeg,(204) 254-0589,MB-2019,,Rm 3 -831 Beaverhill Boulevard,0,0,1,1,1,,,,,,,,
mb-102349,splash-child-care-inc-pulford-site-102349,SPLASH Child Care Inc - Pulford Site,Winnipeg,(204) 560-5601,MB-102349,,109 Pulford Street,0,0,1,1,1,,,,,,,,
mb-3062,splash-child-care-inc-3062,SPLASH Child Care Inc.,Winnipeg,(204) 582-3959,MB-3062,,233 McKenzie Street,0,0,1,1,1,,,,,,,,
mb-103206,splash-faraday-satellite-centre-103206,Splash Faraday Satellite Centre,Winnipeg,(431) 977-1177,MB-103206,,405 Parr Street,0,0,1,1,1,,,,,,,,
mb-103114,splash-mino-pimatisiwin-children-s-centre-103114,Splash Mino Pimatisiwin Children's Centre,Winnipeg,(204) 505-9030,MB-103114,,621 Balmoral Street,0,0,1,1,1,,,,,,,,
mb-3079,spring-meadows-school-age-centre-inc-3079,Spring Meadows School Age Centre Inc.,Winnipeg,(204) 663-9237,MB-3079,,95  Bournais Drive,0,0,1,1,1,,,,,,,,
mb-2021,springfield-heights-nursery-school-incorporated-2021,Springfield Heights Nursery School Incorporated,Winnipeg,(204) 259-8888,MB-2021,,570  Sharron Bay,0,0,1,1,1,,,,,,,,
mb-100818,st-avila-school-age-child-care-progam-100818,St. Avila School Age Child Care Progam,Winnipeg,(204) 226-9179,MB-100818,,633   Patricia Avenue,0,0,1,1,1,,,,,,,,
mb-3095,st-boniface-children-s-place-d-enfants-inc-3095,St. Boniface Children's Place d'enfants Inc.,Winnipeg,(204) 231-2010,MB-3095,,584  rue Des Meurons Street,0,0,1,1,1,,,,,,,,
mb-1145,st-boniface-children-s-place-d-enfants-inc-presc-1145,St. Boniface Children's Place d'enfants Inc.(Preschool),Winnipeg,(204) 233-6366,MB-1145,,365  Desautels Street,0,0,1,1,1,,,,,,,,
mb-9097,st-george-before-after-school-program-9097,St. George Before & After School Program,Winnipeg,(204) 890-3260,MB-9097,,151 St. George Road,0,0,1,1,1,,,,,,,,
mb-101257,st-germain-day-care-centre-inc-south-side-school-101257,St. Germain Day Care Centre Inc. South Side School Age Program,Winnipeg,(204) 256-4757,MB-101257,,1212 Dakota Street,0,0,1,1,1,,,,,,,,
mb-1219,st-germain-day-care-centre-incorporated-1219,St. Germain Day Care Centre Incorporated,Winnipeg,(204) 256-4757,MB-1219,,79  John Forsyth Road,0,0,1,1,1,,,,,,,,
mb-2249,st-james-assiniboia-montessori-school-inc-2249,St. James Assiniboia Montessori School Inc.,Winnipeg,(204) 888-5700,MB-2249,,3180 Mcbey Avenue,0,0,1,1,1,,,,,,,,
mb-102440,st-james-early-learning-program-102440,St. James Early Learning Program,Winnipeg,(204) 781-2510,MB-102440,,928 Cavelier Avenue,0,0,1,1,1,,,,,,,,
mb-1261,st-james-y-family-child-care-1261,St. James Y Family Child Care,Winnipeg,(204) 889-8642,MB-1261,,3550 Portage Avenue,0,0,1,1,1,,,,,,,,
mb-102471,st-margaret-s-montessori-school-inc-102471,St. Margaret's Montessori School Inc.,Winnipeg,(431) 777-9408,MB-102471,,160  Ethelbert Street,0,0,1,1,1,,,,,,,,
mb-3024,st-matthews-kids-korner-3024,St. Matthews Kids Korner,Winnipeg,(204) 772-9713,MB-3024,,525 Agnes Street,0,0,1,1,1,,,,,,,,
mb-101092,st-matthews-kids-korner-inc-101092,St. Matthews Kids Korner Inc.,Winnipeg,(204) 786-2881,MB-101092,,669 St. Matthews Avenue,0,0,1,1,1,,,,,,,,
mb-9654,st-maurice-day-care-inc-9654,St. Maurice Day Care Inc.,Winnipeg,(204) 475-4045,MB-9654,,1619 Pembina Highway,0,0,1,1,1,,,,,,,,
mb-1160,st-norbert-children-s-centre-inc-1160,St. Norbert Children's Centre Inc.,Winnipeg,(204) 261-4114,MB-1160,,3448 Pembina Highway,0,0,1,1,1,,,,,,,,
mb-1048,st-vital-child-care-co-op-inc-1048,St. Vital Child Care Co-op Inc.,Winnipeg,(204) 253-2849,MB-1048,,15 St. Michael Road,0,0,1,1,1,,,,,,,,
mb-3092,stanley-knowles-children-s-centre-inc-3092,Stanley Knowles Children's Centre Inc.,Winnipeg,(204) 694-0855,MB-3092,,"27,29-2424  King Edward Street",0,0,1,1,1,,,,,,,,
mb-1244,stanley-knowles-pre-school-centre-inc-1244,Stanley Knowles Pre-School Centre Inc.,Winnipeg,(204) 694-5121,MB-1244,,112-2424 King Edward Street,0,0,1,1,1,,,,,,,,
mb-2160,starlight-christian-nursery-school-inc-2160,Starlight Christian Nursery School Inc.,Winnipeg,(204) 224-4795,MB-2160,,400 Day Street,0,0,1,1,1,,,,,,,,
mb-1024,stars-of-promise-inc-1024,Stars of Promise Inc.,Winnipeg,(204) 669-6957,MB-1024,,114-1100  Concordia Avenue,0,0,1,1,1,,,,,,,,
mb-1247,story-book-day-care-centre-inc-1247,Story Book Day Care Centre Inc.,Winnipeg,(204) 222-4779,MB-1247,,131 Sanford Fleming Road,0,0,1,1,1,,,,,,,,
mb-3106,story-book-school-age-program-3106,Story Book School Age Program,Winnipeg,(204) 222-8358,MB-3106,,115 Sanford Fleming Road,0,0,1,1,1,,,,,,,,
mb-3027,strathmillan-children-s-centre-inc-3027,Strathmillan Children's Centre Inc.,Winnipeg,(204) 837-4097,MB-3027,,339  Strathmillan Road,0,0,1,1,1,,,,,,,,
mb-102095,sugar-n-spice-kiddie-haven-ecole-riviere-rouge-102095,Sugar N' Spice Kiddie Haven - Ecole Riviere Rouge,Winnipeg,(204) 339-4345,MB-102095,,55 Swinford Way,0,0,1,1,1,,,,,,,,
mb-100849,sugar-n-spice-kiddie-haven-inc-w-k-100849,Sugar N' Spice Kiddie Haven Inc.W.K.,Winnipeg,(204) 334-6357,MB-100849,,101  Ridgecrest Avenue,0,0,1,1,1,,,,,,,,
mb-1055,sunny-mountain-day-care-centre-1985-inc-1055,Sunny Mountain Day Care Centre (1985) Inc.,Winnipeg,(204) 334-7075,MB-1055,,Unit 4-1965 Main Street,0,0,1,1,1,,,,,,,,
mb-1056,sunnyside-child-care-centre-inc-1056,Sunnyside Child Care Centre Inc.,Winnipeg,(204) 832-4376,MB-1056,,530  Dieppe Road,0,0,1,1,1,,,,,,,,
mb-102836,sunrise-sunset-munroe-102836,Sunrise Sunset -Munroe,Winnipeg,(204) 415-2866,MB-102836,,700 Munroe Avenue,0,0,1,1,1,,,,,,,,
mb-80204,sunrise-sunset-childcare-inc-80204,Sunrise Sunset ChildCare Inc,Winnipeg,(204) 415-2866,MB-80204,,795  Prince Rupert Avenue,0,0,1,1,1,,,,,,,,
mb-7032,taking-care-7032,Taking Care!,Winnipeg,(204) 925-1692,MB-7032,,276 Colony Street,0,0,1,1,1,,,,,,,,
mb-101053,the-carpenter-s-montessori-school-inc-101053,The Carpenter's Montessori School Inc.,Winnipeg,(204) 998-8358,MB-101053,,300 - 400  Fort Whyte Way,0,0,1,1,1,,,,,,,,
mb-2334,the-little-years-school-inc-2334,The Little Years School Inc.,Winnipeg,(204) 489-0303,MB-2334,,20  Donnelly Street,0,0,1,1,1,,,,,,,,
mb-102182,the-prep-montessori-daycare-102182,The Prep Montessori Daycare,Winnipeg,(204) 832-9037,MB-102182,,Unit D-3525 Roblin Boulevard,0,0,1,1,1,,,,,,,,
mb-102731,the-prep-montessori-infant-daycare-102731,The Prep Montessori Infant Daycare,Winnipeg,(204) 832-9037,MB-102731,,3521 Roblin Boulevard,0,0,1,1,1,,,,,,,,
mb-102951,the-tova-vickar-family-childcare-program-102951,The Tova Vickar Family Childcare Program,Winnipeg,(204) 975-3486,MB-102951,,561 Wellington Cres,0,0,1,1,1,,,,,,,,
mb-2256,thrive-child-care-2256,Thrive Child Care,Winnipeg,(204) 779-5093,MB-2256,,100-475 Sargent Street,0,0,1,1,1,,,,,,,,
mb-102610,time-2-play-early-learning-centre-102610,Time 2 Play Early Learning Centre,Winnipeg,(1204) 253-2764,MB-102610,,881 Autumnwood Drive,0,0,1,1,1,,,,,,,,
mb-1059,transcona-jaycees-day-care-centre-1059,Transcona Jaycees Day Care Centre,Winnipeg,(204) 222-3113,MB-1059,,1800  Winona Street,0,0,1,1,1,,,,,,,,
mb-2164,tuxedo-preschool-education-centre-2164,Tuxedo Preschool Education Centre,Winnipeg,(204) 896-0959,MB-2164,,368 Southport Boulevard,0,0,1,1,1,,,,,,,,
mb-2295,tyndall-park-playschool-cooperative-inc-2295,Tyndall Park Playschool Cooperative Inc.,Winnipeg,(204) 633-9027,MB-2295,,2221 King Edward Street,0,0,1,1,1,,,,,,,,
mb-1060,universal-day-care-centre-inc-1060,Universal Day Care Centre Inc.,Winnipeg,(204) 453-7607,MB-1060,,20 Donnelly Street,0,0,1,1,1,,,,,,,,
mb-3028,valley-gardens-n-a-s-p-3028,Valley Gardens N.A.S.P.,Winnipeg,(204) 669-6932,MB-3028,,218  Antrim Road,0,0,1,1,1,,,,,,,,
mb-2028,valley-gardens-play-school-inc-2028,Valley Gardens Play School Inc.,Winnipeg,(204) 668-6417,MB-2028,,18 C-166  Antrim Road,0,0,1,1,1,,,,,,,,
mb-103028,valour-childcare-103028,Valour Childcare,Winnipeg,(431) 276-3868,MB-103028,,715 Telfer Street N,0,0,1,1,1,,,,,,,,
mb-7857,van-belleghem-french-immersion-pre-school-co-op--7857,Van Belleghem French Immersion Pre-School Co-op Inc.,Winnipeg,(431) 278-3898,MB-7857,,14-10  Vermillion Road,0,0,1,1,1,,,,,,,,
mb-2193,varsity-view-nursery-school-2193,Varsity View Nursery School,Winnipeg,(204) 889-1642,MB-2193,,315  Laxdal Road,0,0,1,1,1,,,,,,,,
mb-3029,victor-mager-lunch-amp-after-school-program-inc-3029,Victor Mager Lunch &amp; After School Program Inc.,Winnipeg,(204) 256-3800,MB-3029,,81 Beliveau Road,0,0,1,1,1,,,,,,,,
mb-1062,victor-play-centre-1062,Victor Play Centre,Winnipeg,(204) 775-0946,MB-1062,,766 Victor Street,0,0,1,1,1,,,,,,,,
mb-3063,victoria-albert-day-care-inc-3063,Victoria Albert Day Care Inc.,Winnipeg,(204) 957-5955,MB-3063,,110  Ellen Street,0,0,1,1,1,,,,,,,,
mb-100824,victory-before-amp-after-school-program-100824,Victory Before &amp; After School Program,Winnipeg,(204) 338-3193,MB-100824,,395 Jefferson Avenue,0,0,1,1,1,,,,,,,,
mb-1298,village-child-care-meadowood-drive-1298,Village Child Care (Meadowood Drive),Winnipeg,(204) 987-1590,MB-1298,,515-525  Meadowood Drive,0,0,1,1,1,,,,,,,,
mb-3030,village-child-care-inc-3030,Village Child Care Inc.,Winnipeg,(204) 987-1595,MB-3030,,1-730 River Road,0,0,1,1,1,,,,,,,,
mb-100592,village-child-care-incorporated-minnetonka-schoo-100592,Village Child Care Incorporated - Minnetonka School,Winnipeg,(204) 257-8109,MB-100592,,18-200  Minnetonka Road,0,0,1,1,1,,,,,,,,
mb-3031,voyageur-in-school-program-inc-3031,Voyageur In School Program Inc.,Winnipeg,(204) 832-4707,MB-3031,,37 Voyageur Avenue,0,0,1,1,1,,,,,,,,
mb-1020,waverley-heights-child-care-inc-1020,Waverley Heights Child Care Inc.,Winnipeg,(204) 269-7450,MB-1020,,1885 Chancellor Drive,0,0,1,1,1,,,,,,,,
mb-1270,wee-bairns-infant-care-centre-1270,Wee Bairns Infant Care Centre,Winnipeg,(204) 958-6489,MB-1270,,260 Redonda Street,0,0,1,1,1,,,,,,,,
mb-2188,west-kildonan-tiny-tots-inc-2188,West Kildonan Tiny Tots Inc.,Winnipeg,(204) 339-1724,MB-2188,,346  Perth Avenue,0,0,1,1,1,,,,,,,,
mb-3032,westgrove-children-s-centre-inc-3032,Westgrove Children's Centre Inc.,Winnipeg,(204) 895-0296,MB-3032,,50  Westgrove Way,0,0,1,1,1,,,,,,,,
mb-3033,westminster-children-s-care-centre-3033,Westminster Children's Care Centre,Winnipeg,(204) 772-8476,MB-3033,,745 Westminster Avenue,0,0,1,1,1,,,,,,,,
mb-3035,westwood-community-child-care-inc-3035,Westwood Community Child Care Inc.,Winnipeg,(204) 889-5152,MB-3035,,181  Sansome Avenue,0,0,1,1,1,,,,,,,,
mb-9531,whyte-ridge-before-and-after-school-program-9531,Whyte Ridge Before and After School Program,Winnipeg,(204) 488-4534,MB-9531,,400  Scurfield Boulevard,0,0,1,1,1,,,,,,,,
mb-1063,wild-honey-children-s-centre-1063,Wild Honey Children's Centre,Winnipeg,(204) 786-1418,MB-1063,,811 St. Paul Avenue,0,0,1,1,1,,,,,,,,
mb-9112,wild-strawberry-children-s-centre-school-age-and-9112,Wild Strawberry Children's Centre - School Age and Toddler Program,Winnipeg,(204) 779-6272,MB-9112,,836 Ellice  Avenue,0,0,1,1,1,,,,,,,,
mb-2023,winakwa-nursery-school-inc-2023,Winakwa Nursery School Inc.,Winnipeg,(204) 512-2002,MB-2023,,866 Autumnwood Drive,0,0,1,1,1,,,,,,,,
mb-3036,windsor-park-children-s-care-center-inc-3036,Windsor Park Children's Care Center Inc.,Winnipeg,(204) 257-6066,MB-3036,,906 Cottonwood Road,0,0,1,1,1,,,,,,,,
mb-101756,windsor-park-children-s-care-centre-stepping-sto-101756,Windsor Park Children's Care Centre -Stepping Stones,Winnipeg,(204) 257-6066,MB-101756,,2-282  St.Anne's Road,0,0,1,1,1,,,,,,,,
mb-2121,winnipeg-beach-tiny-tots-inc-2121,Winnipeg Beach Tiny Tots Inc.,Winnipeg Beach,(204) 389-2645,MB-2121,,185  Churchill Road,0,0,1,1,1,,,,,,,,
mb-101167,winnipeg-mennonite-early-learning-christian-cent-101167,Winnipeg Mennonite Early Learning Christian Centre,Winnipeg,(204) 896-1887,MB-101167,,250 Bedson Street,0,0,1,1,1,,,,,,,,
mb-2335,winnipeg-military-family-resource-centre-nursery-2335,Winnipeg Military Family Resource Centre – Nursery School,Winnipeg,(204) 833-2500,MB-2335,,642  Wihuri Road,0,0,1,1,1,,,,,,,,
mb-102358,ymca-ywca-of-winnipeg-west-st-paul-102358,YMCA YWCA of Winnipeg West St Paul,Winnipeg,(431) 866-9764,MB-102358,,3740 Main Street,0,0,1,1,1,,,,,,,,
mb-101693,ymca-ywca-before-and-after-school-program-prince-101693,YMCA-YWCA Before and After School Program-Princess Margaret,Winnipeg,(431) 999-1100,MB-101693,,367  Hawthorne Avenue,0,0,1,1,1,,,,,,,,
mb-101870,ymca-ywca-julie-riel-before-and-after-101870,YMCA-YWCA Julie Riel Before and After,Winnipeg,(204) 831-2062,MB-101870,,316 Ashworth Street,0,0,1,1,1,,,,,,,,
mb-102118,ymca-ywca-of-winnipeg-ecole-guyot-102118,YMCA-YWCA of Winnipeg - Ecole Guyot,Winnipeg,(2042) 355-0045,MB-102118,,400  Willowlake Crescent,0,0,1,1,1,,,,,,,,
mb-102147,ymca-ywca-of-winnipeg-ecole-robert-browning-102147,YMCA-YWCA of Winnipeg - Ecole Robert Browning,Winnipeg,(204) 889-8642,MB-102147,,130  Browning Boulevard,0,0,1,1,1,,,,,,,,
mb-102119,ymca-ywca-of-winnipeg-island-lakes-community-sch-102119,YMCA-YWCA of Winnipeg - Island Lakes Community School,Winnipeg,(204) 953-7318,MB-102119,,445 Island Shore Boulevard,0,0,1,1,1,,,,,,,,
mb-102146,ymca-ywca-of-winnipeg-lord-nelson-school-102146,YMCA-YWCA of Winnipeg - Lord Nelson School,Winnipeg,(204) 228-5963,MB-102146,,820  McPhillips Street,0,0,1,1,1,,,,,,,,
mb-102148,ymca-ywca-of-winnipeg-riverview-school-102148,YMCA-YWCA of Winnipeg - Riverview School,Winnipeg,(204) 284-2683,MB-102148,,253 Maplewood Avenue,0,0,1,1,1,,,,,,,,
mb-102171,ymca-ywca-of-winnipeg-shamrock-school-102171,YMCA-YWCA of Winnipeg - Shamrock School,Winnipeg,(204) 257-1872,MB-102171,,831  Beaverhill Boulevard,0,0,1,1,1,,,,,,,,
mb-101939,ymca-ywca-of-winnipeg-darwin-before-amp-after-101939,YMCA-YWCA of Winnipeg Darwin Before &amp; After,Winnipeg,(204) 255-5116,MB-101939,,175  Darwin Street,0,0,1,1,1,,,,,,,,
mb-102541,ymca-ywca-of-winnipeg-linden-meadows-102541,YMCA-YWCA of Winnipeg Linden Meadows,Winnipeg,(204) 228-2770,MB-102541,,335  Lindenwood Drive E,0,0,1,1,1,,,,,,,,
mb-101755,ymca-ywca-of-winnipeg-tyndall-park-before-amp-af-101755,YMCA-YWCA of Winnipeg Tyndall Park Before &amp; After,Winnipeg,(431) 999-1600,MB-101755,,2221  King Edward Street,0,0,1,1,1,,,,,,,,
mb-102323,ymca-ywca-of-winnipeg-wolseley-before-and-after--102323,YMCA-YWCA of Winnipeg Wolseley Before and After School Program,Winnipeg,(204) 293-0198,MB-102323,,511  Clifton Street,0,0,1,1,1,,,,,,,,
mb-103060,ymca-ywca-of-winnipeg-grosvenor-103060,YMCA-YWCA of Winnipeg-Grosvenor,Winnipeg,(431) 668-9637,MB-103060,,1045 Grosvenor  Avenue (Ave),0,0,1,1,1,,,,,,,,
mb-101821,ymca-ywca-samuel-burland-before-amp-after-101821,YMCA-YWCA Samuel Burland Before &amp; After,Winnipeg,(204) 296-6878,MB-101821,,192 Burland Avenue,0,0,1,1,1,,,,,,,,
mb-100811,ymca-ywca-laura-secord-school-school-age-program-100811,YMCA/YWCA Laura Secord School School Age Program,Winnipeg,(204) 772-6443,MB-100811,,960  Wolseley avenue,0,0,1,1,1,,,,,,,,
mb-9238,yours-and-ours-day-care-inc-9238,Yours and Ours Day Care Inc.,Winnipeg,(204) 783-8914,MB-9238,,100-500 Balmoral Street,0,0,1,1,1,,,,,,,,
